artist,artist_id,followers,genres,popularity
Juan Magán,1ackd5XprZEkH3McKbQD51,983393,"[u'electro latino', u'latin', u'latin pop', u'pop', u'reggaeton', u'tropical']",77
Hugh Jackman,5F1aoppMtU3OMiltO8ymJ2,37892,[u'hollywood'],76
OutKast,1G9G7WwrXka3Z1r7aIDjI7,948913,"[u'dirty south rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",72
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,1048690,"[u'adult standards', u'disco', u'mellow gold', u'soft rock']",71
Shaggy,5EvFsr3kj42KNv97ZEnqij,952132,"[u'dance pop', u'pop rap', u'reggae fusion']",71
The Clash,3RGLhK1IP9jnYFH4BRFJBS,1324395,"[u'classic rock', u'dance rock', u'new wave', u'permanent wave', u'punk', u'rock']",69
Eurythmics,0NKDgy9j66h3DLnN8qu1bB,470355,"[u'dance rock', u'europop', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'rock', u'soft rock', u'synthpop']",67
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,1344189,"[u'christmas', u'classic soul', u'funk', u'jazz blues', u'memphis soul', u'soul', u'southern soul']",67
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,8565092,"[u'british invasion', u'classic rock', u'merseybeat', u'psychedelic rock', u'rock']",83
Toto,0PFtn5NtBbbUNbU9EAmIWF,683801,"[u'album rock', u'mellow gold', u'rock', u'soft rock']",71
